verdict	doc	line	kind	token	ref	note	context
WEAK	Proverbs/point-purpose-proverbs-10-1to22-16.md	100	translit	ṣaddîq	Prov 16:2	23 cand	*ṣaddîq* at zero, YHWH at its maximum.** Land on 16:1–9 as the section's own centre of gravity, and on 16:2: *the LORD weighs the spirit.*
WEAK	Proverbs/point-purpose-proverbs-2.md	84	translit	ʾāmôn	Prov 8:30	131 cand	no commentator makes this catena, and it connects outward to the contested *ʾāmôn* of Prov 8:30
WEAK	Proverbs/point-purpose-proverbs-2.md	144	translit	ṣāpan	Prov 2:1	24 cand	**Sourced at the 21 August Logos pass** (see `proverbs-logos-research-audit-21-august`): the ***ṣāpan*** repetition at 2:1 ∥ 2:7, now stated in NET's own words
WEAK	Proverbs/point-purpose-proverbs-2.md	144	translit	ṣāpan	Prov 2:7	24 cand	**Sourced at the 21 August Logos pass** (see `proverbs-logos-research-audit-21-august`): the ***ṣāpan*** repetition at 2:1 ∥ 2:7, now stated in NET's own words
WEAK	Proverbs/point-purpose-proverbs-2.md	144	translit	ḥāsîd	Prov 2:8	15 cand	and ***ḥāsîd* as the book's sole occurrence at 2:8**, `[T]` by lemma search.
WEAK	Proverbs/point-purpose-proverbs-25-1to29-27.md	93	translit	Tôrâ	Prov 28:7	211 cand	*Function: land the Teaching Point and the response.* *Tôrâ* four times more (28:7, 9
WEAK	Proverbs/point-purpose-proverbs-25-1to29-27.md	121	translit	yibṭāḥ	Prov 28:1	53 cand	Do not preach 28:1 as courage.** *"The righteous are bold as a lion"* is *yibṭāḥ*
WEAK	Proverbs/point-purpose-proverbs-25-1to29-27.md	145	translit	kābēd	Prov 25:27	66 cand	**Not decided here:** whether to name all three silences from the pulpit or only the divine name (three sets of figures may be one more than a congregation can hold), and whether the *kābēd* thread is traced verse by verse in movement 4 or simply stated at 25:
WEAK	Proverbs/point-purpose-proverbs-25-1to29-27.md	145	translit	kābēd	Prov 29:23	66 cand	**Not decided here:** whether to name all three silences from the pulpit or only the divine name (three sets of figures may be one more than a congregation can hold), and whether the *kābēd* thread is traced verse by verse in movement 4 or simply stated at 25:
NEAR-MISS	Proverbs/point-purpose-proverbs-30-1to31-9.md	17	translit	yād	Prov 31:8	Prov 31:7	*yād lə-peh*, "hand on the mouth."** **פ** **31:8, 9
CONFIRMED	Proverbs/point-purpose-proverbs-30-1to31-9.md	138	heb	יסר	Prov 1:8	surface	*"an oracle that his mother **taught** him"* is *yissərattû*, **√יסר, the verb behind 1:8's *mûsar***, so the book's last teacher is doing what its opening verse asked for
FAILED	Proverbs/point-purpose-proverbs-30-1to31-9.md	138	translit	yissərattû	Prov 1:8	62 cand	*"an oracle that his mother **taught** him"* is *yissərattû*, **√יסר, the verb behind 1:8's *mûsar***, so the book's last teacher is doing what its opening verse asked for
WEAK	Proverbs/point-purpose-proverbs-31-10to31.md	25	translit	pethî	Prov 1:4	32 cand	which is precisely what the *pethî* of 1:4 could not do.
FAILED	Proverbs/point-purpose-proverbs-31-10to31.md	80	translit	zāmĕmâ	Prov 1:4	28 cand	*zāmĕmâ*, from *zmm*, **the root of the *mĕzimmâ* that 1:4 promised the simple.** The thing offered to the naïve in the book's fourth verse is being *performed* here
WEAK	Proverbs/point-purpose-proverbs-31-10to31.md	80	translit	pîhā	Prov 31:8	33 cand	*pîhā pātĕḥâ*, **the same verb and noun as the command to the king four verses earlier**, *pĕtaḥ pîkā* (31:8, 9)
WEAK	Proverbs/point-purpose-proverbs-31-10to31.md	80	translit	pātĕḥâ	Prov 31:8	22 cand	*pîhā pātĕḥâ*, **the same verb and noun as the command to the king four verses earlier**, *pĕtaḥ pîkā* (31:8, 9)
WEAK	Proverbs/point-purpose-proverbs-series-introduction.md	49	translit	bəʿênāyw	Prov 3:7	100 cand	*Anchored, and countably so.* "In his own eyes" (*bəʿênāyw*) is **forbidden in the second person at 3:7**
WEAK	Proverbs/point-purpose-proverbs-series-introduction.md	179	translit	nəʾum	Num 24:3	69 cand	What Agur *does* have is the formula *nəʾum haggeber*, "the man declares", which occurs elsewhere in the Hebrew Bible only of **Balaam** (Num 24:3, 15) and of **David's last words** (2 Sam 23:1)
WEAK	Proverbs/point-purpose-proverbs-series-introduction.md	179	translit	nəʾum	2Sam 23:1	69 cand	What Agur *does* have is the formula *nəʾum haggeber*, "the man declares", which occurs elsewhere in the Hebrew Bible only of **Balaam** (Num 24:3, 15) and of **David's last words** (2 Sam 23:1)
WEAK	Proverbs/proverbs-collections-assessment.md	329	translit	ʾĕwîl	Prov 27:1	126 cand	√*hll* at 27:1, 2, 21 and *ʾĕwîl* at 27:3, 22
WEAK	Proverbs/proverbs-collections-assessment.md	329	translit	ʾĕwîl	Prov 27:3	126 cand	√*hll* at 27:1, 2, 21 and *ʾĕwîl* at 27:3, 22
WEAK	Proverbs/proverbs-collections-assessment.md	333	translit	nəʿārôt	Prov 9:3	181 cand	*nəʿārôt* at v.27, with 9:3 and 31:15 as comparanda)
WEAK	Proverbs/proverbs-collections-assessment.md	333	translit	nəʿārôt	Prov 31:15	181 cand	*nəʿārôt* at v.27, with 9:3 and 31:15 as comparanda)
WEAK	Proverbs/proverbs-collections-assessment.md	386	translit	ḥākām	Prov 26:5	14 cand	*ḥākām bəʿênāyw* ("wise in his own eyes") occurs at 26:5, 26:12 and 26:16
WEAK	Proverbs/proverbs-collections-assessment.md	386	translit	bəʿênāyw	Prov 26:5	100 cand	*ḥākām bəʿênāyw* ("wise in his own eyes") occurs at 26:5, 26:12 and 26:16
WEAK	Proverbs/proverbs-collections-assessment.md	606	translit	tôrāh	Prov 28:4	211 cand	What is the scholarly account of the *tôrāh* cluster at 28:4, 7, 9
WEAK	Proverbs/proverbs-dig-deeper-macro-synthesis.md	72	translit	yēš	Prov 14:12	37 cand	the reader's ability to place himself is denied at 14:12 and 20:9, and the *yēš*-group ("there is a way that seems right…") breaks the two-column sort from inside
NEAR-MISS	Proverbs/proverbs-dig-deeper-macro-synthesis.md	72	translit	yēš	Prov 20:9	Prov 21:2	the reader's ability to place himself is denied at 14:12 and 20:9, and the *yēš*-group ("there is a way that seems right…") breaks the two-column sort from inside
FAILED	Proverbs/proverbs-dig-deeper-macro-synthesis.md	74	translit	ḥākām	Prov 27:2	14 cand	25:27 (seeking your own glory is not glorious), 27:2 (*let another praise you*), and the *ḥākām bəʿênāyw* triad
NEAR-MISS	Proverbs/proverbs-dig-deeper-macro-synthesis.md	74	translit	bəʿênāyw	Prov 27:2	Prov 27:3	25:27 (seeking your own glory is not glorious), 27:2 (*let another praise you*), and the *ḥākām bəʿênāyw* triad
CONFIRMED	Proverbs/proverbs-dig-deeper-macro-synthesis.md	98	heb	יסר	Prov 31:1	2 cand	**31:1** *"an oracle **that his mother taught him**" (√יסר)* → **31:26** *"the **teaching of kindness** (*tôrat-ḥesed*) is on her tongue"*
FAILED	Proverbs/proverbs-dig-deeper-macro-synthesis.md	98	heb	יסר	Prov 31:26	2 cand	**31:1** *"an oracle **that his mother taught him**" (√יסר)* → **31:26** *"the **teaching of kindness** (*tôrat-ḥesed*) is on her tongue"*
WEAK	Proverbs/proverbs-dig-deeper-macro-synthesis.md	99	translit	mĕzimmâ	Prov 1:4	46 cand	**1:4** *mĕzimmâ* offered to the simple
WEAK	Proverbs/proverbs-dig-deeper-macro-synthesis.md	99	translit	zāmĕmâ	Prov 31:16	28 cand	**31:16** *zāmĕmâ*
CONFIRMED	Proverbs/proverbs-dig-deeper-macro-synthesis.md	101	heb	וַיָּפֶק	Prov 8:35	1 cand	וַיָּפֶק רָצוֹן מֵיְהוָה identical to the accents at 8:35 and 18:22
CONFIRMED	Proverbs/proverbs-dig-deeper-macro-synthesis.md	101	heb	רָצוֹן	Prov 8:35	1 cand	וַיָּפֶק רָצוֹן מֵיְהוָה identical to the accents at 8:35 and 18:22
CONFIRMED	Proverbs/proverbs-dig-deeper-macro-synthesis.md	101	heb	מֵיְהוָה	Prov 8:35	3 cand	וַיָּפֶק רָצוֹן מֵיְהוָה identical to the accents at 8:35 and 18:22
WEAK	Proverbs/proverbs-dig-deeper-macro-synthesis.md	102	translit	daʿat	Prov 9:10	37 cand	*daʿat qədōšîm* occurs in Proverbs at 9:10 and 30:3 and nowhere else
WEAK	Proverbs/proverbs-dig-deeper-macro-synthesis.md	102	translit	qədōšîm	Prov 9:10	18 cand	*daʿat qədōšîm* occurs in Proverbs at 9:10 and 30:3 and nowhere else
WEAK	Proverbs/proverbs-dig-deeper-macro-synthesis.md	119	translit	kəpōʿŏlô	Prov 24:12	49 cand	*kəpōʿŏlô* at 24:12 is used of God and then **forbidden to the reader** at 24:29
WEAK	Proverbs/proverbs-dig-deeper-macro-synthesis.md	119	translit	kəpōʿŏlô	Prov 24:29	49 cand	*kəpōʿŏlô* at 24:12 is used of God and then **forbidden to the reader** at 24:29
WEAK	Proverbs/proverbs-dig-deeper-macro-synthesis.md	137	translit	šōmēr	Prov 28:4	109 cand	an inner envelope on *šōmēr tôrâ* (28:4 ∥ 29:18, same participle) inside the outer righteous/wicked envelope
WEAK	Proverbs/proverbs-dig-deeper-macro-synthesis.md	137	translit	tôrâ	Prov 28:4	211 cand	an inner envelope on *šōmēr tôrâ* (28:4 ∥ 29:18, same participle) inside the outer righteous/wicked envelope
WEAK	Proverbs/proverbs-dig-deeper-macro-synthesis.md	137	translit	yippāraʿ	Exod 32:25	44 cand	and 29:18's *yippāraʿ ʿām* alludes to the golden calf (Exod 32:25)
WEAK	Proverbs/proverbs-dig-deeper-macro-synthesis.md	137	translit	ʿām	Exod 32:25	16 cand	and 29:18's *yippāraʿ ʿām* alludes to the golden calf (Exod 32:25)
CONFIRMED	Proverbs/proverbs-dig-deeper-macro-synthesis.md	139	heb	צרף	Prov 17:3	surface	- **And a metallurgical thread runs to the same terminus.** √צרף occurs in Proverbs at **17:3
WEAK	Proverbs/proverbs-dig-deeper-macro-synthesis.md	143	translit	tôrāh	Prov 2:6	211 cand	at the syllabus (2:6), at the borrowed collection's frame (22:19), at the *tôrāh* envelope (28:4/29:18) and at the close (30:5–6)
WEAK	Proverbs/proverbs-dig-deeper-macro-synthesis.md	143	translit	tôrāh	Prov 22:19	211 cand	at the syllabus (2:6), at the borrowed collection's frame (22:19), at the *tôrāh* envelope (28:4/29:18) and at the close (30:5–6)
WEAK	Proverbs/proverbs-dig-deeper-macro-synthesis.md	143	translit	tôrāh	Prov 28:4	211 cand	at the syllabus (2:6), at the borrowed collection's frame (22:19), at the *tôrāh* envelope (28:4/29:18) and at the close (30:5–6)
WEAK	Proverbs/proverbs-dig-deeper-macro-synthesis.md	143	translit	tôrāh	Prov 29:18	211 cand	at the syllabus (2:6), at the borrowed collection's frame (22:19), at the *tôrāh* envelope (28:4/29:18) and at the close (30:5–6)
NEAR-MISS	Proverbs/proverbs-dig-deeper-macro-synthesis.md	143	translit	tôrāh	Prov 30:5-6	Prov 30:4	at the syllabus (2:6), at the borrowed collection's frame (22:19), at the *tôrāh* envelope (28:4/29:18) and at the close (30:5–6)
WEAK	Proverbs/proverbs-dig-deeper-macro-synthesis.md	167	translit	tôʿăbat	Prov 11:1	97 cand	- **The abomination-formula changes completely between 1A and 1B.** `[T]` *tôʿăbat YHWH … rəṣônô* four times in 1A (11:1, 11:20, 12:22, 15:8) and **not once** in the 191 verses of 1B, which instead has *tôʿăbat YHWH gam-šənêhem* at 17:15 and 20:10.
NEAR-MISS	Proverbs/proverbs-dig-deeper-macro-synthesis.md	167	translit	šənêhem	Prov 17:15	Prov 16:2	- **The abomination-formula changes completely between 1A and 1B.** `[T]` *tôʿăbat YHWH … rəṣônô* four times in 1A (11:1, 11:20, 12:22, 15:8) and **not once** in the 191 verses of 1B, which instead has *tôʿăbat YHWH gam-šənêhem* at 17:15 and 20:10.
WEAK	Proverbs/proverbs-dig-deeper-macro-synthesis.md	210	translit	śōnaʾăkā	Prov 25:21-22	20 cand	- **And where the NT *does* authorise a link, the runs found it and rated it high.** `[T]`/`[S]` **25:21–22** is the Covenant Code's enemy-duty (Exod 23:5, the identical inflected form *śōnaʾăkā*) relocated into a lawsuit cluster
WEAK	Proverbs/proverbs-dig-deeper-macro-synthesis.md	210	translit	śōnaʾăkā	Exod 23:5	20 cand	- **And where the NT *does* authorise a link, the runs found it and rated it high.** `[T]`/`[S]` **25:21–22** is the Covenant Code's enemy-duty (Exod 23:5, the identical inflected form *śōnaʾăkā*) relocated into a lawsuit cluster
WEAK	Proverbs/proverbs-dig-deeper-macro-synthesis.md	226	translit	ʾĕlôah	Prov 30:1=31:9	168 cand	30:1–31:9 (*ʾĕlôah*, *maśśāʾ*, *nəʾum haggeber*, the Aramaisms)
WEAK	Proverbs/proverbs-dig-deeper-macro-synthesis.md	226	translit	maśśāʾ	Prov 30:1=31:9	41 cand	30:1–31:9 (*ʾĕlôah*, *maśśāʾ*, *nəʾum haggeber*, the Aramaisms)
WEAK	Proverbs/proverbs-dig-deeper-macro-synthesis.md	226	translit	nəʾum	Prov 30:1=31:9	69 cand	30:1–31:9 (*ʾĕlôah*, *maśśāʾ*, *nəʾum haggeber*, the Aramaisms)
WEAK	Proverbs/proverbs-in-brief.md	122	translit	tôrâ	Prov 28:4	211 cand	The silence ends at a paragraph break: *tôrâ* returns at 28:4, the LORD at 28:5.
WEAK	Proverbs/proverbs-in-brief.md	122	translit	tôrâ	Prov 28:5	211 cand	The silence ends at a paragraph break: *tôrâ* returns at 28:4, the LORD at 28:5.
WEAK	Proverbs/proverbs-logos-research-audit-21-august.md	28	translit	ʿormâ	Gen 3:1	90 cand	***ʿormâ*** ↔ Gen 3:1
WEAK	Proverbs/proverbs-logos-research-audit-21-august.md	29	translit	ṣāpan	Prov 2:1	24 cand	***ṣāpan*** 2:1 ∥ 2:7
WEAK	Proverbs/proverbs-logos-research-audit-21-august.md	29	translit	ṣāpan	Prov 2:7	24 cand	***ṣāpan*** 2:1 ∥ 2:7
WEAK	Proverbs/proverbs-logos-research-audit-21-august.md	44	translit	ʿormâ	Gen 3:1	90 cand	*ʿormâ* / *ʿārûm* ↔ Gen 3:1
WEAK	Proverbs/proverbs-logos-research-audit-21-august.md	44	translit	ʿārûm	Gen 3:1	109 cand	*ʿormâ* / *ʿārûm* ↔ Gen 3:1
NEAR-MISS	Proverbs/proverbs-logos-research-audit-21-august.md	46	translit	rēʾšît	Prov 9:10	Prov 8:2	1:7 *rēʾšît* vs 9:10 *tĕḥillat*
WEAK	Proverbs/proverbs-logos-research-audit-21-august.md	46	translit	tĕḥillat	Prov 9:10	57 cand	1:7 *rēʾšît* vs 9:10 *tĕḥillat*
NEAR-MISS	Proverbs/proverbs-logos-research-audit-21-august.md	48	translit	lāmed	Prov 1:3	Prov 2:1	The missing *lāmed* at 1:3b
WEAK	Proverbs/proverbs-logos-research-audit-21-august.md	52	translit	ṣāpan	Prov 2:1	24 cand	*ṣāpan* at 2:1 ∥ 2:7
WEAK	Proverbs/proverbs-logos-research-audit-21-august.md	52	translit	ṣāpan	Prov 2:7	24 cand	*ṣāpan* at 2:1 ∥ 2:7
WEAK	Proverbs/proverbs-logos-research-audit-21-august.md	56	translit	ḥāsîd	Prov 2:8	15 cand	*ḥāsîd* at 2:8
NEAR-MISS	Proverbs/proverbs-logos-research-audit-21-august.md	60	translit	ḥokmôt	Prov 1:20	Prov 2:2	*ḥokmôt* plural at 1:20
WEAK	Proverbs/proverbs-logos-research-audit-21-august.md	91	translit	mĕzimmâ	Prov 1:4	46 cand	***mĕzimmâ*** is positive throughout the frame (1:4
WEAK	Proverbs/proverbs-logos-research-audit-21-august.md	97	translit	rēʾšît	Prov 1:7	61 cand	✅ *rēʾšît* (1:7) and *tĕḥillat* (9:10) genuinely differ
WEAK	Proverbs/proverbs-logos-research-audit-21-august.md	97	translit	tĕḥillat	Prov 9:10	57 cand	✅ *rēʾšît* (1:7) and *tĕḥillat* (9:10) genuinely differ
WEAK	Proverbs/proverbs-logos-research-audit-21-august.md	101	translit	Rēʾšît	Num 18:12	61 cand	**This matters because a real finding was resting on it.** *Rēʾšît* carries both "beginning" and **"chief part / best"** (Num 18:12
NEAR-MISS	Proverbs/proverbs-logos-research-audit-21-august.md	126	translit	lāmed	Prov 1:3	Prov 2:1	the missing *lāmed* at 1:3b is not emphasis
WEAK	Proverbs/proverbs-logos-research-audit-21-august.md	170	translit	ṣāpan	Prov 2:1	24 cand	⬆ *ṣāpan* at 2:1 and 2:7
WEAK	Proverbs/proverbs-logos-research-audit-21-august.md	170	translit	ṣāpan	Prov 2:7	24 cand	⬆ *ṣāpan* at 2:1 and 2:7
CONFIRMED	Proverbs/proverbs-logos-research-audit-21-august.md	172	heb	צָפַן	Prov 2:1	3 cand	> **NET:** "The verbal root צָפַן is repeated in 2:1 and 2:7
CONFIRMED	Proverbs/proverbs-logos-research-audit-21-august.md	172	heb	צָפַן	Prov 2:7	3 cand	> **NET:** "The verbal root צָפַן is repeated in 2:1 and 2:7
WEAK	Proverbs/proverbs-logos-research-audit-21-august.md	229	translit	ʾāmôn	Prov 8:30	131 cand	**is a genuine observation and is not in any of the three commentators.** `[I]` *Moderate.* It is worth keeping because it identifies the *wisdom–understanding–knowledge* triad as **Spirit-given craftsmanship** language, which connects outward to the *ʾāmôn* d
WEAK	Proverbs/proverbs-logos-research-audit-21-august.md	233	translit	ḥāsîd	Prov 2:8	15 cand	*ḥāsîd* occurs once in Proverbs, at 2:8
NEAR-MISS	Proverbs/proverbs-logos-research-audit-21-august.md	257	translit	ḥokmôt	Prov 1:20	Prov 2:2	✅ *ḥokmôt* at 1:20
WEAK	Proverbs/proverbs-logos-research-audit-21-august.md	330	translit	nṣr	Prov 2:8	87 cand	The *nṣr*/*šmr* chiasm at 2:8, 11
WEAK	Proverbs/proverbs-logos-research-audit-21-august.md	330	translit	šmr	Prov 2:8	109 cand	The *nṣr*/*šmr* chiasm at 2:8, 11
WEAK	Proverbs/proverbs-logos-research-audit-21-august.md	331	translit	ʿāzab	Prov 2:13	31 cand	*ʿāzab* at 2:13, 17
WEAK	Proverbs/proverbs-logos-research-audit-21-august.md	349	translit	tāšûbû	Prov 1:23	66 cand	> **1:23** *tāšûbû*
WEAK	Proverbs/proverbs-logos-research-audit-21-august.md	349	translit	mĕšûbat	Prov 1:32	141 cand	**1:32** *mĕšûbat pĕtāyim*
WEAK	Proverbs/proverbs-logos-research-audit-21-august.md	349	translit	pĕtāyim	Prov 1:32	18 cand	**1:32** *mĕšûbat pĕtāyim*
WEAK	Proverbs/proverbs-logos-research-audit-21-august.md	360	translit	ʾāz	Prov 2:5	21 cand	**The Waltke comment given under the heading "About verse 5 he comments" is on Proverbs 2:5, not Proverbs 1:5.** Its content settles it: *"The logical and temporal particle **then (ʾāz)** binds together the cause (vv
FAILED	Proverbs/proverbs-logos-research-audit-21-august.md	360	translit	ʾāz	Prov 1:5	21 cand	**The Waltke comment given under the heading "About verse 5 he comments" is on Proverbs 2:5, not Proverbs 1:5.** Its content settles it: *"The logical and temporal particle **then (ʾāz)** binds together the cause (vv
NEAR-MISS	Proverbs/proverbs-logos-research-audit-21-august.md	370	translit	lāmed	Prov 1:2-4	Prov 2:1	the verse breaks the chain of five *lāmed*-infinitives running through 1:2–4 and 1:6 by switching to **two finite verbs**
NEAR-MISS	Proverbs/proverbs-logos-research-audit-21-august.md	370	translit	lāmed	Prov 1:6	Prov 1:7	the verse breaks the chain of five *lāmed*-infinitives running through 1:2–4 and 1:6 by switching to **two finite verbs**
WEAK	Proverbs/proverbs-logos-research-audit-21-august.md	448	translit	ʿāzab	Prov 2:13	31 cand	*ʿāzab* at 2:13 and 2:17
WEAK	Proverbs/proverbs-logos-research-audit-21-august.md	448	translit	ʿāzab	Prov 2:17	31 cand	*ʿāzab* at 2:13 and 2:17
WEAK	Proverbs/proverbs-lxx-pluses-survey.md	66	translit	tôrâ	Prov 28:4	211 cand	This is worth noting beside the Solomon II finding that *tôrâ* is absent from 25–27 and returns at 28:4: the Greek tradition reaches for *nomos* at precisely the junctures the Hebrew does not.
